TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterLatitude,DataCenterLongitude,DistanceFromDataCenter,DataCenterCpuCost,DataCenterRamCost,DataCenterStorageCost,DataCenterBwCost,DataCenterTotalLoad,NetworkDelay,CET,ObjectiveFunction,DataCenterID
912,110.5982014212203,79,11,23,87.59591125722682,-16.121640488975885,69.11788034887269,60.650919370546035,2275.0,41.0,23.0,30.0,23.0,3376.0,0.51,39.64,2381.48,3
913,110.74755207057095,39,15,27,27.681807427631682,152.97653845495398,69.11788034887269,60.650919370546035,7237.0,41.0,23.0,30.0,23.0,3376.0,0.6,22.44,2379.59,3
914,141.0156198347108,45,12,32,19.65636272847864,-120.16045412980003,63.24689495353044,-87.86374550916128,5426.0,56.0,15.0,23.0,23.0,3371.0,0.7,19.86,2373.28,5
915,141.28008264462815,77,12,96,15.430196563334832,-68.84849844806422,63.24689495353044,-87.86374550916128,5517.0,56.0,15.0,23.0,23.0,3371.0,2.09,32.02,2378.65,5
916,161.15542056074756,10,20,85,-50.717455254033496,173.82760569162946,-77.10527729291653,94.68842319072581,4296.0,50.0,22.0,27.0,16.0,3369.0,3.64,9.2,2367.37,4
917,110.92287674589562,18,11,10,61.98113817010656,111.82250589490411,69.11788034887269,60.650919370546035,2401.0,41.0,23.0,30.0,23.0,3376.0,0.22,11.58,2370.3,3
918,111.03287674589562,80,12,45,66.3882186726994,40.12248683677922,69.11788034887269,60.650919370546035,910.0,41.0,23.0,30.0,23.0,3376.0,1.01,40.4,2380.57,3
919,111.32508453810341,71,19,82,-20.05893105897718,-175.35272053397043,69.11788034887269,60.650919370546035,13399.0,41.0,23.0,30.0,23.0,3376.0,1.84,38.36,2392.5,3
920,111.85755207057095,95,20,61,5.650056678730195,88.99280442584336,69.11788034887269,60.650919370546035,7356.0,41.0,23.0,30.0,23.0,3376.0,1.37,49.7,2390.85,3
921,161.94981308411204,41,13,86,-86.7920307265644,148.9909255593621,-77.10527729291653,94.68842319072581,1258.0,50.0,22.0,27.0,16.0,3369.0,3.69,19.09,2368.3,4
922,142.07347107438022,25,15,32,27.647553868949444,127.05004318784296,63.24689495353044,-87.86374550916128,9450.0,56.0,15.0,23.0,23.0,3371.0,0.7,12.95,2374.54,5
923,142.33793388429757,23,20,39,56.81949379192557,-89.35348410710033,63.24689495353044,-87.86374550916128,719.0,56.0,15.0,23.0,23.0,3371.0,0.85,13.34,2366.01,5
924,112.25365596667484,51,20,75,11.427602770883766,141.80384935800652,69.11788034887269,60.650919370546035,8470.0,41.0,23.0,30.0,23.0,3376.0,1.68,29.46,2383.96,3
925,142.66024793388434,27,19,74,40.031015198658906,-73.11684349821502,63.24689495353044,-87.86374550916128,2759.0,56.0,15.0,23.0,23.0,3371.0,1.61,14.63,2368.79,5
926,162.75355140186906,46,16,99,-38.785440827545536,-59.49975545787515,-77.10527729291653,94.68842319072581,7005.0,50.0,22.0,27.0,16.0,3369.0,4.24,21.8,2375.3,4
927,163.67878504672888,88,10,69,-53.44106507564164,28.97113630471182,-77.10527729291653,94.68842319072581,3681.0,50.0,22.0,27.0,16.0,3369.0,2.96,36.14,2377.33,4
928,143.27181818181822,49,15,48,-11.982538847336812,-7.745847218838492,63.24689495353044,-87.86374550916128,10708.0,56.0,15.0,23.0,23.0,3371.0,1.04,22.07,2379.55,5
929,112.74066895368783,99,18,56,-16.497461369404803,164.67273227262632,69.11788034887269,60.650919370546035,12272.0,41.0,23.0,30.0,23.0,3376.0,1.25,50.94,2396.22,3
930,113.10430531732419,34,19,47,-31.481385558225533,111.82576777720004,69.11788034887269,60.650919370546035,11931.0,41.0,23.0,30.0,23.0,3376.0,1.05,21.34,2383.98,3
931,164.323644859813,26,16,31,-72.78153987483806,69.13378157807679,-77.10527729291653,94.68842319072581,869.0,50.0,22.0,27.0,16.0,3369.0,1.33,14.2,2365.25,4
932,143.66851239669424,50,19,59,-31.43911242269464,157.03059117892957,63.24689495353044,-87.86374550916128,14339.0,56.0,15.0,23.0,23.0,3371.0,1.28,23.37,2383.77,5
933,164.6133644859812,65,16,67,-82.9735421396691,169.20633931045393,-77.10527729291653,94.68842319072581,1434.0,50.0,22.0,27.0,16.0,3369.0,2.87,29.02,2372.2,4
934,113.40950012251899,73,17,27,65.54125163113028,51.49277810231746,69.11788034887269,60.650919370546035,557.0,41.0,23.0,30.0,23.0,3376.0,0.6,38.68,2379.41,3
935,165.2395327102803,88,14,77,-79.81043531843122,-85.17264121372278,-77.10527729291653,94.68842319072581,2566.0,50.0,22.0,27.0,16.0,3369.0,3.3,37.22,2376.74,4
936,144.15611570247935,39,10,44,74.70680914179457,-8.92887353422637,63.24689495353044,-87.86374550916128,3097.0,56.0,15.0,23.0,23.0,3371.0,0.96,17.12,2369.93,5
937,113.58482479784367,69,17,53,10.912077485457871,3.6560510965013293,69.11788034887269,60.650919370546035,7609.0,41.0,23.0,30.0,23.0,3376.0,1.19,36.84,2385.9,3
938,165.95915887850458,78,14,63,-79.32393370115832,-159.4396917438282,-77.10527729291653,94.68842319072581,2091.0,50.0,22.0,27.0,16.0,3369.0,2.7,33.42,2374.57,4
939,113.92898064199952,86,13,71,-28.139313471114995,92.31894075212915,69.11788034887269,60.650919370546035,11116.0,41.0,23.0,30.0,23.0,3376.0,1.59,43.46,2392.18,3
940,144.51975206611573,91,18,22,70.92237373939855,67.16786519262803,63.24689495353044,-87.86374550916128,4972.0,56.0,15.0,23.0,23.0,3371.0,0.48,38.72,2380.3,5
941,144.70157024793392,12,20,56,-40.70340887244029,136.4662033634338,63.24689495353044,-87.86374550916128,16205.0,56.0,15.0,23.0,23.0,3371.0,1.22,9.16,2379.94,5
942,145.1643801652893,34,18,52,-25.330770576110737,-81.5385618289179,63.24689495353044,-87.86374550916128,9865.0,56.0,15.0,23.0,23.0,3371.0,1.13,17.06,2376.73,5
943,145.59413223140498,58,10,23,-46.05948011329618,-71.90109297009664,63.24689495353044,-87.86374550916128,12235.0,56.0,15.0,23.0,23.0,3371.0,0.5,24.34,2381.82,5
944,114.39001960303848,19,10,21,86.17722838538091,117.92611450899409,69.11788034887269,60.650919370546035,2121.0,41.0,23.0,30.0,23.0,3376.0,0.47,11.74,2370.16,3
945,166.54794392523354,66,13,48,-71.82648130976449,-166.83257048098542,-77.10527729291653,94.68842319072581,2631.0,50.0,22.0,27.0,16.0,3369.0,2.06,28.59,2372.99,4
946,114.52638323940212,73,19,64,-4.949679758514549,116.822001092491,69.11788034887269,60.650919370546035,9259.0,41.0,23.0,30.0,23.0,3376.0,1.43,39.28,2388.6,3
947,145.78421487603308,85,10,39,4.27851933384504,-20.344622855632963,63.24689495353044,-87.86374550916128,8474.0,56.0,15.0,23.0,23.0,3371.0,0.85,34.6,2382.27,5
948,166.99654205607467,77,13,99,-52.57119826348727,59.459142093994814,-77.10527729291653,94.68842319072581,3087.0,50.0,22.0,27.0,16.0,3369.0,4.24,32.77,2375.77,4
949,114.94196765498654,44,16,49,-33.1481803150036,109.87368160976206,69.11788034887269,60.650919370546035,12055.0,41.0,23.0,30.0,23.0,3376.0,1.1,25.04,2385.6,3
950,146.10652892561984,31,17,97,89.84794422340875,104.08036538725929,63.24689495353044,-87.86374550916128,2991.0,56.0,15.0,23.0,23.0,3371.0,2.11,15.69,2369.6,5
951,146.90818181818182,81,13,25,50.23256614906526,-139.65238625282188,63.24689495353044,-87.86374550916128,3355.0,56.0,15.0,23.0,23.0,3371.0,0.54,33.77,2376.73,5
952,115.26014947316835,75,13,71,25.941912277658716,130.5749789767296,69.11788034887269,60.650919370546035,6532.0,41.0,23.0,30.0,23.0,3376.0,1.59,38.4,2385.57,3
953,147.11479338842975,57,13,91,80.75516016982468,-146.92861086864826,63.24689495353044,-87.86374550916128,2589.0,56.0,15.0,23.0,23.0,3371.0,1.98,24.65,2372.74,5
954,147.86685950413224,97,16,33,30.009024995051746,-86.55339194633275,63.24689495353044,-87.86374550916128,3697.0,56.0,15.0,23.0,23.0,3371.0,0.72,40.54,2379.83,5
955,115.72118843420732,59,15,15,64.94984693494982,-178.4885699738164,69.11788034887269,60.650919370546035,4418.0,41.0,23.0,30.0,23.0,3376.0,0.34,31.64,2380.38,3
956,167.9217757009345,35,18,91,-48.26986690334638,-149.30602823443223,-77.10527729291653,94.68842319072581,5395.0,50.0,22.0,27.0,16.0,3369.0,3.9,18.16,2372.13,4
957,115.83118843420732,30,10,15,16.030867633479005,143.0800206463536,69.11788034887269,60.650919370546035,8045.0,41.0,23.0,30.0,23.0,3376.0,0.34,16.8,2378.07,3
958,115.94118843420732,72,19,73,45.03959755434383,58.163066164395076,69.11788034887269,60.650919370546035,2681.0,41.0,23.0,30.0,23.0,3376.0,1.63,38.82,2381.9,3
959,168.77224299065412,71,19,90,-83.15964447936862,88.37252946051319,-77.10527729291653,94.68842319072581,682.0,50.0,22.0,27.0,16.0,3369.0,3.86,32.11,2372.98,4
960,148.13958677685952,73,17,81,3.4860766723011665,176.0518475661333,63.24689495353044,-87.86374550916128,9965.0,56.0,15.0,23.0,23.0,3371.0,1.76,31.65,2382.85,5
961,116.4152144082333,97,12,92,-31.985144575247524,-57.315441859226155,69.11788034887269,60.650919370546035,14404.0,41.0,23.0,30.0,23.0,3376.0,2.06,48.22,2397.51,3
962,148.80900826446282,75,11,76,50.62206197188064,-51.561249023470396,63.24689495353044,-87.86374550916128,2559.0,56.0,15.0,23.0,23.0,3371.0,1.65,31.03,2375.17,5
963,169.61336448598124,53,19,54,-47.91575897872574,-13.370782683923267,-77.10527729291653,94.68842319072581,5268.0,50.0,22.0,27.0,16.0,3369.0,2.31,25.27,2374.37,4
964,117.01261700563589,48,12,61,52.200080939947895,145.44584577652114,69.11788034887269,60.650919370546035,4526.0,41.0,23.0,30.0,23.0,3376.0,1.37,25.68,2378.41,3
965,170.1180373831775,71,17,68,-74.0237742496789,-99.1802631871553,-77.10527729291653,94.68842319072581,3186.0,50.0,22.0,27.0,16.0,3369.0,2.91,31.57,2374.99,4
966,170.7535514018691,18,17,28,-71.0236942312396,85.09772945659762,-77.10527729291653,94.68842319072581,734.0,50.0,22.0,27.0,16.0,3369.0,1.2,11.43,2363.97,4
967,1.4077358490566039,67,13,18,36.775668002209244,104.68862251321121,69.11788034887269,60.650919370546035,4462.0,41.0,23.0,30.0,23.0,3376.0,0.56,34.72,2381.72,3
968,149.43710743801654,30,16,52,13.80008554588521,-108.34169409384582,63.24689495353044,-87.86374550916128,5726.0,56.0,15.0,23.0,23.0,3371.0,1.13,15.08,2371.8,5
969,149.86685950413224,100,15,45,67.43796186406593,-51.71531526051865,63.24689495353044,-87.86374550916128,1712.0,56.0,15.0,23.0,23.0,3371.0,0.98,41.45,2378.29,5
970,117.40872090173978,99,15,43,30.639707936290748,76.8749636981965,69.11788034887269,60.650919370546035,4402.0,41.0,23.0,30.0,23.0,3376.0,0.96,50.04,2387.91,3
971,117.68794168096056,26,13,14,-23.2204337351657,97.79438524713623,69.11788034887269,60.650919370546035,10692.0,41.0,23.0,30.0,23.0,3376.0,0.31,15.86,2380.33,3
972,117.79794168096056,67,19,80,46.74992786437477,-7.407449932510218,69.11788034887269,60.650919370546035,4390.0,41.0,23.0,30.0,23.0,3376.0,1.79,36.52,2382.74,3
973,171.01523364485973,42,19,68,-14.030556410736267,121.34548535868174,-77.10527729291653,94.68842319072581,7176.0,50.0,22.0,27.0,16.0,3369.0,2.91,21.09,2374.79,4
974,150.23876033057851,83,10,73,4.894551344219423,-152.32663595053566,63.24689495353044,-87.86374550916128,8268.0,56.0,15.0,23.0,23.0,3371.0,1.59,33.84,2381.98,5
975,118.31742220044109,14,15,82,19.257929003808343,-32.27683917300783,69.11788034887269,60.650919370546035,8126.0,41.0,23.0,30.0,23.0,3376.0,1.84,10.94,2376.25,3
976,150.8420661157025,89,20,86,-17.999470399817582,-87.54398007580033,63.24689495353044,-87.86374550916128,9034.0,56.0,15.0,23.0,23.0,3371.0,1.87,38.42,2384.66,5
977,118.84988973290862,79,14,13,69.09707430213595,50.866280870764996,69.11788034887269,60.650919370546035,387.0,41.0,23.0,30.0,23.0,3376.0,0.29,40.54,2379.89,3
978,151.55280991735538,95,10,19,50.837245368155976,-119.65085315499077,63.24689495353044,-87.86374550916128,2327.0,56.0,15.0,23.0,23.0,3371.0,0.41,38.4,2377.51,5
979,171.65074766355133,60,16,55,-19.993092040218627,-147.607068666504,-77.10527729291653,94.68842319072581,8491.0,50.0,22.0,27.0,16.0,3369.0,2.36,27.12,2378.35,4
980,151.7098347107438,18,14,33,39.03478931938801,-101.41259741396136,63.24689495353044,-87.86374550916128,2839.0,56.0,15.0,23.0,23.0,3371.0,0.72,10.06,2366.78,5
981,118.95988973290862,28,13,71,25.064460751414728,-11.59263108555686,69.11788034887269,60.650919370546035,6713.0,41.0,23.0,30.0,23.0,3376.0,1.59,16.78,2377.1,3
982,172.1647663551401,71,15,43,-71.22289465941468,129.22665896731007,-77.10527729291653,94.68842319072581,1208.0,50.0,22.0,27.0,16.0,3369.0,1.84,31.03,2372.47,4
983,151.98256198347107,46,14,98,-5.7006368434091,-17.853772281245966,63.24689495353044,-87.86374550916128,9596.0,56.0,15.0,23.0,23.0,3371.0,2.13,20.7,2378.22,5
984,119.42092869394759,39,10,88,84.66050706143037,-160.44788281163144,69.11788034887269,60.650919370546035,2795.0,41.0,23.0,30.0,23.0,3376.0,1.97,20.94,2374.96,3
985,152.79247933884298,94,19,50,79.63280306821696,-110.03369609190086,63.24689495353044,-87.86374550916128,1952.0,56.0,15.0,23.0,23.0,3371.0,1.09,40.09,2378.02,5
986,119.99235726537616,22,20,100,59.2518230166846,-149.52665498306973,69.11788034887269,60.650919370546035,5537.0,41.0,23.0,30.0,23.0,3376.0,2.24,16.12,2375.86,3
987,172.5666355140186,70,14,86,-40.365682701238754,167.40396910083535,-77.10527729291653,94.68842319072581,5227.0,50.0,22.0,27.0,16.0,3369.0,3.69,30.38,2376.79,4
988,173.37037383177562,41,17,97,12.616795736650886,90.50374610738379,-77.10527729291653,94.68842319072581,9980.0,50.0,22.0,27.0,16.0,3369.0,4.16,20.17,2377.6,4
989,120.64170791472681,48,11,29,3.3973488842249395,92.73122949132426,69.11788034887269,60.650919370546035,7682.0,41.0,23.0,30.0,23.0,3376.0,0.65,25.38,2381.23,3
990,153.20570247933884,41,19,16,19.367712539839175,163.3897350053574,63.24689495353044,-87.86374550916128,8986.0,56.0,15.0,23.0,23.0,3371.0,0.35,19.95,2376.77,5
991,153.3379338842975,22,18,66,37.919777463073075,-137.16019867137396,63.24689495353044,-87.86374550916128,4304.0,56.0,15.0,23.0,23.0,3371.0,1.43,12.5,2369.43,5
992,174.27691588785038,52,11,39,-42.08338369721879,-75.73972913265816,-77.10527729291653,94.68842319072581,6745.0,50.0,22.0,27.0,16.0,3369.0,1.67,22.73,2374.64,4
993,174.64140186915878,53,16,67,-56.115475724813756,123.48103572675069,-77.10527729291653,94.68842319072581,2593.0,50.0,22.0,27.0,16.0,3369.0,2.87,24.46,2371.54,4
994,120.8300196030385,45,10,44,-2.7193383713340182,39.65148337301329,69.11788034887269,60.650919370546035,8145.0,41.0,23.0,30.0,23.0,3376.0,0.99,23.7,2381.12,3
995,153.88338842975205,21,17,62,34.42811241391216,175.75236427467507,63.24689495353044,-87.86374550916128,6936.0,56.0,15.0,23.0,23.0,3371.0,1.35,11.89,2371.8,5
996,154.39578512396693,83,17,91,24.274993659228485,179.67695376748657,63.24689495353044,-87.86374550916128,7732.0,56.0,15.0,23.0,23.0,3371.0,1.98,35.45,2382.21,5
997,121.11573388875279,24,11,78,62.80630021421365,176.41013799395552,69.11788034887269,60.650919370546035,4504.0,41.0,23.0,30.0,23.0,3376.0,1.75,14.34,2373.97,3
998,175.26757009345786,79,17,77,-34.18631010372874,-162.44872107533624,-77.10527729291653,94.68842319072581,6622.0,50.0,22.0,27.0,16.0,3369.0,3.3,34.61,2379.76,4
999,121.6222273952463,56,18,96,66.32801229676338,50.93032202893488,69.11788034887269,60.650919370546035,512.0,41.0,23.0,30.0,23.0,3376.0,2.15,31.16,2376.82,3
1000,175.98719626168216,34,17,54,-79.62284321985545,-110.46594660090403,-77.10527729291653,94.68842319072581,2525.0,50.0,22.0,27.0,16.0,3369.0,2.31,17.51,2368.52,4
1001,155.14785123966942,26,20,32,82.14488303455104,125.05979763147343,63.24689495353044,-87.86374550916128,3735.0,56.0,15.0,23.0,23.0,3371.0,0.7,14.48,2369.44,5
1002,176.49186915887842,97,14,50,-72.40194387265367,-172.71476292936916,-77.10527729291653,94.68842319072581,2464.0,50.0,22.0,27.0,16.0,3369.0,2.14,40.64,2377.66,4
1003,176.95915887850458,54,20,83,-32.62657394435288,-160.6135162358455,-77.10527729291653,94.68842319072581,6833.0,50.0,22.0,27.0,16.0,3369.0,3.56,25.92,2376.57,4
1004,155.41231404958677,81,12,25,4.4037794069797656,-50.116806189745546,63.24689495353044,-87.86374550916128,7221.0,56.0,15.0,23.0,23.0,3371.0,0.54,33.54,2380.5,5
1005,155.6189256198347,99,19,68,14.478405321691938,-165.2635928787013,63.24689495353044,-87.86374550916128,7943.0,56.0,15.0,23.0,23.0,3371.0,1.48,41.99,2384.88,5
1006,122.24560401862293,90,12,50,84.85967751158591,150.94699261308557,69.11788034887269,60.650919370546035,2391.0,41.0,23.0,30.0,23.0,3376.0,1.12,45.0,2383.93,3
1007,177.73485981308403,49,14,32,-80.77707945316672,85.8028502254246,-77.10527729291653,94.68842319072581,448.0,50.0,22.0,27.0,16.0,3369.0,1.37,22.4,2368.12,4
1008,122.57027934329825,96,11,98,-12.529423250446982,-2.3985397745215664,69.11788034887269,60.650919370546035,10294.0,41.0,23.0,30.0,23.0,3376.0,2.19,47.46,2393.14,3
1009,178.03392523364477,45,19,61,-40.72080521312989,-23.80855151973313,-77.10527729291653,94.68842319072581,6257.0,50.0,22.0,27.0,16.0,3369.0,2.61,22.23,2374.23,4
1010,156.18090909090907,41,14,77,27.157926019616397,-170.92918279525267,63.24689495353044,-87.86374550916128,6991.0,56.0,15.0,23.0,23.0,3371.0,1.67,18.8,2374.71,5
1011,178.6040186915887,91,20,30,-71.86227893806182,-74.81760127749844,-77.10527729291653,94.68842319072581,3436.0,50.0,22.0,27.0,16.0,3369.0,1.29,39.98,2378.12,4
1012,178.8843925233644,26,20,85,-57.03629800745672,156.16090491723412,-77.10527729291653,94.68842319072581,3208.0,50.0,22.0,27.0,16.0,3369.0,3.64,15.28,2368.71,4
1013,156.8172727272727,82,19,13,-9.744304576486115,-124.23121268959673,63.24689495353044,-87.86374550916128,8684.0,56.0,15.0,23.0,23.0,3371.0,0.28,35.53,2382.68,5
1014,156.92727272727268,96,18,72,15.281650818193611,-46.90381727652493,63.24689495353044,-87.86374550916128,6195.0,56.0,15.0,23.0,23.0,3371.0,1.57,40.62,2382.61,5
1015,123.2066429796619,47,12,59,-26.683405812468195,139.26516030841304,69.11788034887269,60.650919370546035,12331.0,41.0,23.0,30.0,23.0,3376.0,1.32,25.22,2386.02,3
1016,179.67878504672888,50,20,93,-73.85630811610149,0.09358170454521542,-77.10527729291653,94.68842319072581,2374.0,50.0,22.0,27.0,16.0,3369.0,3.99,24.4,2371.63,4
1017,123.58975986277878,24,18,83,-81.11823990607066,80.25696829738257,69.11788034887269,60.650919370546035,16746.0,41.0,23.0,30.0,23.0,3376.0,1.86,16.44,2387.08,3
1018,157.52231404958673,97,19,58,45.23803283975127,168.91422882096754,63.24689495353044,-87.86374550916128,6208.0,56.0,15.0,23.0,23.0,3371.0,1.26,41.23,2382.78,5
1019,158.00165289256194,56,12,64,32.83475077238222,-57.438174513330296,63.24689495353044,-87.86374550916128,3988.0,56.0,15.0,23.0,23.0,3371.0,1.39,24.04,2373.72,5
1020,124.12872090173981,47,20,69,43.85230960988201,112.90084953259031,69.11788034887269,60.650919370546035,4049.0,41.0,23.0,30.0,23.0,3376.0,1.54,27.62,2378.76,3
1021,158.53057851239666,79,12,70,89.24906216841518,130.5938388840683,63.24689495353044,-87.86374550916128,3040.0,56.0,15.0,23.0,23.0,3371.0,1.52,32.78,2376.31,5
1022,124.57677284979177,36,16,72,27.449954163245465,-157.55552611108521,69.11788034887269,60.650919370546035,8840.0,41.0,23.0,30.0,23.0,3376.0,1.61,21.36,2381.07,3
1023,159.10909090909087,42,13,63,42.45125902461933,-68.70716942335602,63.24689495353044,-87.86374550916128,2622.0,56.0,15.0,23.0,23.0,3371.0,1.37,18.95,2370.31,5
1024,180.54794392523354,91,17,40,-7.516711455208082,-63.27600467803707,-77.10527729291653,94.68842319072581,10502.0,50.0,22.0,27.0,16.0,3369.0,1.71,39.17,2384.98,4
1025,125.04430531732423,26,14,57,28.84110717471144,-53.668417481052714,69.11788034887269,60.650919370546035,7918.0,41.0,23.0,30.0,23.0,3376.0,1.28,16.16,2377.97,3
1026,125.4144351874541,99,11,45,62.81730333139984,42.982778092680576,69.11788034887269,60.650919370546035,1056.0,41.0,23.0,30.0,23.0,3376.0,1.01,48.84,2384.1,3
1027,180.92177570093446,22,20,91,-70.10256446048385,122.79851500208628,-77.10527729291653,94.68842319072581,1156.0,50.0,22.0,27.0,16.0,3369.0,3.9,13.76,2366.13,4
1028,159.62975206611566,100,20,67,76.69703590004514,-46.21604762530259,63.24689495353044,-87.86374550916128,2095.0,56.0,15.0,23.0,23.0,3371.0,1.46,42.6,2379.27,5
1029,125.7066429796619,79,14,51,78.63601030009062,-40.65831498360933,69.11788034887269,60.650919370546035,2840.0,41.0,23.0,30.0,23.0,3376.0,1.14,40.54,2382.6,3
1030,160.18347107438012,80,19,69,33.02970624031866,-103.16583088185963,63.24689495353044,-87.86374550916128,3525.0,56.0,15.0,23.0,23.0,3371.0,1.5,34.77,2377.58,5
1031,181.7722429906541,23,17,69,-73.18779501952348,150.97524277213375,-77.10527729291653,94.68842319072581,1591.0,50.0,22.0,27.0,16.0,3369.0,2.96,13.33,2366.11,4
1032,182.4171028037382,15,20,78,-82.88303953486533,-177.23022651597282,-77.10527729291653,94.68842319072581,1611.0,50.0,22.0,27.0,16.0,3369.0,3.34,11.1,2365.35,4
1033,126.03781181083072,64,19,99,70.28618614702643,130.5455125704761,69.11788034887269,60.650919370546035,2551.0,41.0,23.0,30.0,23.0,3376.0,2.22,35.14,2380.47,3
1034,160.75371900826443,88,12,63,49.893287741588495,-103.68482829233528,63.24689495353044,-87.86374550916128,1762.0,56.0,15.0,23.0,23.0,3371.0,1.37,36.2,2376.35,5
1035,161.27438016528922,17,12,96,36.523572899101595,-161.62363907699532,63.24689495353044,-87.86374550916128,5643.0,56.0,15.0,23.0,23.0,3371.0,2.09,9.22,2369.66,5
1036,126.68066895368786,52,10,82,-1.906551157057848,98.85748036668042,69.11788034887269,60.650919370546035,8405.0,41.0,23.0,30.0,23.0,3376.0,1.84,26.92,2382.93,3
1037,183.146074766355,68,10,10,2.8741201299314696,-167.81211006523202,-77.10527729291653,94.68842319072581,10504.0,50.0,22.0,27.0,16.0,3369.0,0.43,28.54,2380.35,4
1038,127.21313648615539,53,17,32,76.36100850062502,83.52119761552598,69.11788034887269,60.650919370546035,1089.0,41.0,23.0,30.0,23.0,3376.0,0.72,29.48,2376.3,3
1039,183.256074766355,68,13,20,-35.92301021698751,73.15658233035035,-77.10527729291653,94.68842319072581,4699.0,50.0,22.0,27.0,16.0,3369.0,0.86,29.35,2375.0,4
1040,162.0677685950413,23,13,41,68.8701721918003,-92.34174403060575,63.24689495353044,-87.86374550916128,656.0,56.0,15.0,23.0,23.0,3371.0,0.89,11.73,2365.32,5
1041,183.44299065420546,90,17,43,-67.18063303506985,95.7574865053698,-77.10527729291653,94.68842319072581,1104.0,50.0,22.0,27.0,16.0,3369.0,1.84,38.79,2375.47,4
1042,183.84485981308396,22,16,68,-62.416440199914426,157.9824099292506,-77.10527729291653,94.68842319072581,2717.0,50.0,22.0,27.0,16.0,3369.0,2.91,12.68,2366.96,4
1043,162.4066115702479,23,10,92,15.862194711678796,-122.19395246665921,63.24689495353044,-87.86374550916128,5894.0,56.0,15.0,23.0,23.0,3371.0,2.0,11.04,2370.61,5
1044,184.48037383177555,28,14,45,-26.936956653346826,-52.13236753205395,-77.10527729291653,94.68842319072581,8232.0,50.0,22.0,27.0,16.0,3369.0,1.93,14.42,2372.88,4
1045,127.4209286939476,79,17,55,45.60529349935803,2.2230889267145244,69.11788034887269,60.650919370546035,4119.0,41.0,23.0,30.0,23.0,3376.0,1.23,41.44,2384.26,3
1046,127.77807155109046,34,16,40,-3.5814616745521874,-57.15294261808518,69.11788034887269,60.650919370546035,11448.0,41.0,23.0,30.0,23.0,3376.0,0.9,20.44,2383.09,3
1047,1.5775471698113208,56,10,14,9.24981006756299,12.518250839254193,69.11788034887269,60.650919370546035,7489.0,41.0,23.0,30.0,23.0,3376.0,0.44,28.76,2382.33,3
1048,184.9009345794391,63,19,76,-56.31796144998007,-89.03121085199211,-77.10527729291653,94.68842319072581,5176.0,50.0,22.0,27.0,16.0,3369.0,3.26,29.07,2376.08,4
1049,185.6112149532709,94,15,39,-62.67140100389251,19.249919758870874,-77.10527729291653,94.68842319072581,2991.0,50.0,22.0,27.0,16.0,3369.0,1.67,39.77,2377.7,4
1050,163.16694214876028,23,20,35,54.64814115068603,-145.09518037826422,63.24689495353044,-87.86374550916128,3294.0,56.0,15.0,23.0,23.0,3371.0,0.76,13.34,2368.56,5
1051,163.4561983471074,99,16,17,41.75902580927192,-84.34940209546116,63.24689495353044,-87.86374550916128,2400.0,56.0,15.0,23.0,23.0,3371.0,0.37,41.3,2378.73,5
1052,128.03781181083073,74,10,58,4.784522212970032,34.64684439874753,69.11788034887269,60.650919370546035,7405.0,41.0,23.0,30.0,23.0,3376.0,1.3,37.04,2385.81,3
1053,185.9757009345793,30,14,33,-81.07550250563992,84.03676715240908,-77.10527729291653,94.68842319072581,493.0,50.0,22.0,27.0,16.0,3369.0,1.41,15.18,2365.29,4
1054,163.596694214876,31,10,32,52.92554126716584,-76.01153271556359,63.24689495353044,-87.86374550916128,1337.0,56.0,15.0,23.0,23.0,3371.0,0.7,14.08,2366.88,5
1055,186.28411214953258,75,12,93,-67.80531516223884,-66.3464198917494,-77.10527729291653,94.68842319072581,3850.0,50.0,22.0,27.0,16.0,3369.0,3.99,31.74,2376.04,4
1056,128.4144351874541,33,13,58,-41.403139897448504,166.104765271772,69.11788034887269,60.650919370546035,14851.0,41.0,23.0,30.0,23.0,3376.0,1.3,19.08,2386.07,3
1057,163.86115702479336,30,19,71,-29.489332379808502,-8.953412816872827,63.24689495353044,-87.86374550916128,12382.0,56.0,15.0,23.0,23.0,3371.0,1.54,15.77,2378.85,5
1058,128.79105856407747,22,15,76,44.60898019361994,161.331229510213,69.11788034887269,60.650919370546035,5834.0,41.0,23.0,30.0,23.0,3376.0,1.7,14.62,2375.39,3
1059,129.28456505758396,29,10,82,-28.391848867688886,32.09218465305406,69.11788034887269,60.650919370546035,11088.0,41.0,23.0,30.0,23.0,3376.0,1.84,16.34,2381.38,3
1060,164.4479338842975,66,19,39,-31.039182908924573,-57.223742702561154,63.24689495353044,-87.86374550916128,10829.0,56.0,15.0,23.0,23.0,3371.0,0.85,29.45,2382.56,5
1061,187.15327102803724,60,14,70,-84.4398792583961,116.31441881935109,-77.10527729291653,94.68842319072581,888.0,50.0,22.0,27.0,16.0,3369.0,3.0,26.58,2370.72,4
1062,164.77024793388426,69,12,47,88.1546139665063,169.77284075586238,63.24689495353044,-87.86374550916128,3024.0,56.0,15.0,23.0,23.0,3371.0,1.02,28.98,2374.62,5
1063,165.15867768595038,94,13,95,-27.99141518428815,-123.66430688907735,63.24689495353044,-87.86374550916128,10624.0,56.0,15.0,23.0,23.0,3371.0,2.07,38.71,2386.43,5
