TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterLatitude,DataCenterLongitude,DistanceFromDataCenter,DataCenterCpuCost,DataCenterRamCost,DataCenterStorageCost,DataCenterBwCost,DataCenterTotalLoad,NetworkDelay,CET,ObjectiveFunction,DataCenterID
1643,250.63314049586762,58,20,38,-21.82530275682568,99.36805141873015,63.24689495353044,-87.86374550916128,15377.0,56.0,15.0,23.0,23.0,3371.0,0.83,26.64,2385.98,5
1644,250.94719008264448,13,13,93,-2.755225575176496,-46.786380576714095,63.24689495353044,-87.86374550916128,8092.0,56.0,15.0,23.0,23.0,3371.0,2.02,7.93,2371.57,5
1645,196.8237858368046,96,18,64,5.933148636877561,-7.076747030208537,69.11788034887269,60.650919370546035,8522.0,41.0,23.0,30.0,23.0,3376.0,1.43,49.56,2391.98,3
1646,251.7157851239668,21,10,90,33.166146734162226,-150.27497240507455,63.24689495353044,-87.86374550916128,5389.0,56.0,15.0,23.0,23.0,3371.0,1.96,10.28,2369.79,5
1647,197.23937025238902,10,17,38,46.11097595050768,28.776701044204344,69.11788034887269,60.650919370546035,3110.0,41.0,23.0,30.0,23.0,3376.0,0.85,9.7,2370.45,3
1648,197.48612349914228,78,14,32,82.91841049495011,89.31478837253826,69.11788034887269,60.650919370546035,1672.0,41.0,23.0,30.0,23.0,3376.0,0.72,40.08,2381.12,3
1649,197.6939157069345,13,20,51,34.93949232560337,35.20728765413466,69.11788034887269,60.650919370546035,4110.0,41.0,23.0,30.0,23.0,3376.0,1.14,11.98,2372.44,3
1650,252.45958677685937,28,12,67,58.012095234901324,-5.647862730482643,63.24689495353044,-87.86374550916128,4208.0,56.0,15.0,23.0,23.0,3371.0,1.46,13.4,2369.71,5
1651,198.02508453810333,40,14,42,65.42439245780812,115.30958367189453,69.11788034887269,60.650919370546035,2301.0,41.0,23.0,30.0,23.0,3376.0,0.94,22.6,2374.82,3
1652,284.8175700934578,93,18,29,17.94657953227997,-19.58177701000355,-77.10527729291653,94.68842319072581,12543.0,50.0,22.0,27.0,16.0,3369.0,1.24,40.2,2387.3,4
1653,198.2978118108306,13,20,67,27.891198173908748,22.96295361916387,69.11788034887269,60.650919370546035,5187.0,41.0,23.0,30.0,23.0,3376.0,1.5,11.98,2373.63,3
1654,285.088598130841,60,12,51,-2.6362184856254913,-131.24377831312995,-77.10527729291653,94.68842319072581,10711.0,50.0,22.0,27.0,16.0,3369.0,2.19,26.04,2380.08,4
1655,198.73287674589554,16,15,90,65.67796638944336,65.99490543144711,69.11788034887269,60.650919370546035,445.0,41.0,23.0,30.0,23.0,3376.0,2.01,11.86,2368.99,3
1656,285.5652336448597,49,16,100,-32.50014125971769,-135.5790343953492,-77.10527729291653,94.68842319072581,7361.0,50.0,22.0,27.0,16.0,3369.0,4.29,22.94,2376.12,4
1657,253.01330578512383,68,17,12,69.96244976282756,-58.73218813632579,63.24689495353044,-87.86374550916128,1466.0,56.0,15.0,23.0,23.0,3371.0,0.26,29.75,2373.14,5
1658,253.12330578512382,54,11,23,-23.391428775934102,-84.04646974653079,63.24689495353044,-87.86374550916128,9639.0,56.0,15.0,23.0,23.0,3371.0,0.5,23.05,2378.71,5
1659,253.3133884297519,70,20,98,28.41909823207868,-89.6501511886746,63.24689495353044,-87.86374550916128,3874.0,56.0,15.0,23.0,23.0,3371.0,2.13,31.2,2376.69,5
1660,286.499813084112,51,13,29,-28.141674518942324,95.86216990627855,-77.10527729291653,94.68842319072581,5444.0,50.0,22.0,27.0,16.0,3369.0,1.24,22.89,2373.27,4
1661,286.7708411214952,28,14,70,-84.18145120923906,2.814497273147879,-77.10527729291653,94.68842319072581,1589.0,50.0,22.0,27.0,16.0,3369.0,3.0,14.42,2366.56,4
1662,199.31729233031112,40,14,31,28.431176080838895,81.77385958301181,69.11788034887269,60.650919370546035,4726.0,41.0,23.0,30.0,23.0,3376.0,0.69,22.6,2377.17,3
1663,254.12330578512382,59,12,51,42.471606799901394,-49.43472092207344,63.24689495353044,-87.86374550916128,3373.0,56.0,15.0,23.0,23.0,3371.0,1.11,25.18,2373.48,5
1664,287.42504672897184,23,12,33,-61.844686865294136,117.56991466032821,-77.10527729291653,94.68842319072581,1887.0,50.0,22.0,27.0,16.0,3369.0,1.41,11.98,2365.4,4
1665,287.7334579439251,18,15,55,-45.91134140967485,16.58098395545315,-77.10527729291653,94.68842319072581,4773.0,50.0,22.0,27.0,16.0,3369.0,2.36,10.89,2368.14,4
1666,199.51859103160982,51,15,91,7.636371966435661,102.3789781148684,69.11788034887269,60.650919370546035,7470.0,41.0,23.0,30.0,23.0,3376.0,2.04,27.96,2382.47,3
1667,288.24747663551386,77,11,34,-27.15871480869675,59.36133561292996,-77.10527729291653,94.68842319072581,5852.0,50.0,22.0,27.0,16.0,3369.0,1.46,32.23,2377.48,4
1668,254.5447933884296,70,13,66,22.584857869980183,-143.28743172675348,63.24689495353044,-87.86374550916128,6074.0,56.0,15.0,23.0,23.0,3371.0,1.43,29.59,2378.04,5
1669,255.09024793388414,87,15,97,-12.164439235678643,-26.392680179309195,63.24689495353044,-87.86374550916128,9867.0,56.0,15.0,23.0,23.0,3371.0,2.11,36.51,2384.8,5
1670,288.56523364485963,80,14,91,-18.0959029132989,-94.46210922374846,-77.10527729291653,94.68842319072581,9411.0,50.0,22.0,27.0,16.0,3369.0,3.9,34.18,2382.55,4
1671,255.89190082644612,30,18,47,-1.064500102382766,-143.24954502244913,63.24689495353044,-87.86374550916128,8469.0,56.0,15.0,23.0,23.0,3371.0,1.02,15.54,2374.69,5
1672,200.1095001225189,47,18,89,24.250697439530924,37.649343104669555,69.11788034887269,60.650919370546035,5218.0,41.0,23.0,30.0,23.0,3376.0,1.99,27.02,2379.82,3
1673,289.41570093457926,48,15,38,-62.627257283479295,138.55109037784092,-77.10527729291653,94.68842319072581,2225.0,50.0,22.0,27.0,16.0,3369.0,1.63,22.29,2369.93,4
1674,200.68742220044098,17,20,35,80.94345185424464,141.28059118216322,69.11788034887269,60.650919370546035,2366.0,41.0,23.0,30.0,23.0,3376.0,0.78,13.82,2371.33,3
1675,289.77084112149515,55,18,74,-12.009271548915507,33.69874353385842,-77.10527729291653,94.68842319072581,8008.0,50.0,22.0,27.0,16.0,3369.0,3.17,25.76,2377.56,4
1676,290.4624299065419,65,10,47,-29.376999828792023,104.46893794749957,-77.10527729291653,94.68842319072581,5331.0,50.0,22.0,27.0,16.0,3369.0,2.01,27.4,2375.19,4
1677,290.9016822429905,97,19,70,-78.75237216626832,47.74768463136442,-77.10527729291653,94.68842319072581,1075.0,50.0,22.0,27.0,16.0,3369.0,3.0,41.99,2377.07,4
1678,256.28033057851223,53,17,40,60.1657551635185,-144.91363113975046,63.24689495353044,-87.86374550916128,2925.0,56.0,15.0,23.0,23.0,3371.0,0.87,24.05,2372.51,5
1679,256.61090909090893,82,16,71,-16.375219536282998,-17.850304782990833,63.24689495353044,-87.86374550916128,10672.0,56.0,15.0,23.0,23.0,3371.0,1.54,34.84,2384.77,5
1680,200.9146949277137,43,17,33,-4.92433837028517,-87.74359793397713,69.11788034887269,60.650919370546035,12509.0,41.0,23.0,30.0,23.0,3376.0,0.74,24.88,2385.88,3
1681,257.1976859504131,50,17,93,22.46592224017661,-121.50456075438552,63.24689495353044,-87.86374550916128,5177.0,56.0,15.0,23.0,23.0,3371.0,2.02,22.91,2374.65,5
1682,201.12898064199942,47,12,75,34.43012231695718,-80.99419625690736,69.11788034887269,60.650919370546035,8081.0,41.0,23.0,30.0,23.0,3376.0,1.68,25.22,2381.87,3
1683,201.6159936290124,74,17,70,7.574803782128129,71.47382377112689,69.11788034887269,60.650919370546035,6888.0,41.0,23.0,30.0,23.0,3376.0,1.57,39.14,2386.22,3
1684,291.5558878504671,81,11,19,-38.649779010240714,80.3726378904675,-77.10527729291653,94.68842319072581,4331.0,50.0,22.0,27.0,16.0,3369.0,0.81,33.75,2376.37,4
1685,257.9662809917354,82,12,63,36.40047797267046,-133.0265012126396,63.24689495353044,-87.86374550916128,4252.0,56.0,15.0,23.0,23.0,3371.0,1.37,33.92,2377.93,5
1686,202.07053908355786,83,16,54,87.30032242747822,6.165978346495024,69.11788034887269,60.650919370546035,2160.0,41.0,23.0,30.0,23.0,3376.0,1.21,42.98,2382.92,3
1687,258.4869421487602,92,18,17,55.98851205094576,-155.60983241611365,63.24689495353044,-87.86374550916128,3705.0,56.0,15.0,23.0,23.0,3371.0,0.37,39.1,2379.16,5
1688,291.73345794392503,97,15,78,-7.018541025306163,82.32694500414703,-77.10527729291653,94.68842319072581,7828.0,50.0,22.0,27.0,16.0,3369.0,3.34,40.91,2383.49,4
1689,292.46242990654184,35,20,50,-56.16745637085986,40.44525200915456,-77.10527729291653,94.68842319072581,3121.0,50.0,22.0,27.0,16.0,3369.0,2.14,18.7,2369.54,4
1690,202.4211884342072,76,18,18,12.31606495639761,147.04613641708295,69.11788034887269,60.650919370546035,8586.0,41.0,23.0,30.0,23.0,3376.0,0.4,40.36,2388.05,3
1691,202.53807155109033,12,13,44,69.3397613343356,163.34816077374052,69.11788034887269,60.650919370546035,3575.0,41.0,23.0,30.0,23.0,3376.0,0.99,9.42,2370.84,3
1692,202.8237858368046,19,10,33,66.32188796876002,158.22036677428855,69.11788034887269,60.650919370546035,3691.0,41.0,23.0,30.0,23.0,3376.0,0.74,11.74,2371.81,3
1693,292.92971962616804,45,17,83,-73.4288383113291,59.87216179075614,-77.10527729291653,94.68842319072581,1046.0,50.0,22.0,27.0,16.0,3369.0,3.56,21.69,2369.09,4
1694,203.03807155109033,34,20,16,33.63193792074938,94.40546164032224,69.11788034887269,60.650919370546035,4465.0,41.0,23.0,30.0,23.0,3376.0,0.36,21.64,2376.43,3
1695,258.6274380165288,53,20,78,12.936073176397215,-5.339560434284863,63.24689495353044,-87.86374550916128,8351.0,56.0,15.0,23.0,23.0,3371.0,1.7,24.74,2378.46,5
1696,293.7054205607475,58,19,20,-81.2243429182079,149.76852359018665,-77.10527729291653,94.68842319072581,1181.0,50.0,22.0,27.0,16.0,3369.0,0.86,27.17,2370.61,4
1697,259.27206611570233,51,18,32,77.55349407969456,-78.55052251836507,63.24689495353044,-87.86374550916128,1623.0,56.0,15.0,23.0,23.0,3371.0,0.7,23.52,2370.94,5
1698,293.892336448598,50,20,29,-83.68772535298764,-70.37152353073579,-77.10527729291653,94.68842319072581,2119.0,50.0,22.0,27.0,16.0,3369.0,1.24,24.4,2370.55,4
1699,259.5365289256197,46,15,29,-31.543971545848102,-63.54180450629167,63.24689495353044,-87.86374550916128,10758.0,56.0,15.0,23.0,23.0,3371.0,0.63,20.93,2379.02,5
1700,259.77619834710725,46,13,46,47.89595502840177,-67.80189969092638,63.24689495353044,-87.86374550916128,2103.0,56.0,15.0,23.0,23.0,3371.0,1.0,20.47,2370.29,5
1701,203.1480715510903,71,19,45,63.6617691568091,171.95853982518798,69.11788034887269,60.650919370546035,4309.0,41.0,23.0,30.0,23.0,3376.0,1.01,38.36,2383.16,3
1702,203.4402793432981,18,19,69,12.765749434824997,90.6339951132129,69.11788034887269,60.650919370546035,6615.0,41.0,23.0,30.0,23.0,3376.0,1.54,13.98,2375.87,3
1703,203.88833129135006,20,13,84,45.44153211121488,74.27817501260225,69.11788034887269,60.650919370546035,2742.0,41.0,23.0,30.0,23.0,3376.0,1.88,13.1,2371.75,3
1704,294.16336448598116,42,19,19,-36.521002641278685,-51.734540331889974,-77.10527729291653,94.68842319072581,7170.0,50.0,22.0,27.0,16.0,3369.0,0.81,21.09,2374.15,4
1705,294.3409345794391,21,11,23,-22.466576432331138,113.73622708596184,-77.10527729291653,94.68842319072581,6163.0,50.0,22.0,27.0,16.0,3369.0,0.99,10.95,2369.14,4
1706,294.5558878504671,55,17,38,-30.790007028198957,-113.13433374012021,-77.10527729291653,94.68842319072581,7868.0,50.0,22.0,27.0,16.0,3369.0,1.63,25.49,2376.85,4
1707,294.911028037383,62,15,81,-42.99238569873353,-164.59446942628531,-77.10527729291653,94.68842319072581,5629.0,50.0,22.0,27.0,16.0,3369.0,3.47,27.61,2376.01,4
1708,260.15636363636344,41,10,11,78.79088212678167,104.03784786392993,63.24689495353044,-87.86374550916128,4201.0,56.0,15.0,23.0,23.0,3371.0,0.24,17.88,2371.13,5
1709,260.26636363636345,83,11,60,40.24173674909872,132.43007856945883,63.24689495353044,-87.86374550916128,7967.0,56.0,15.0,23.0,23.0,3371.0,1.3,34.07,2381.69,5
1710,260.76223140495847,58,11,21,79.13182006166159,-16.80613163799893,63.24689495353044,-87.86374550916128,2807.0,56.0,15.0,23.0,23.0,3371.0,0.46,24.57,2372.47,5
1711,260.93578512396675,89,20,75,69.34134828450934,-147.38412988202646,63.24689495353044,-87.86374550916128,2628.0,56.0,15.0,23.0,23.0,3371.0,1.63,38.42,2378.19,5
1712,295.6680373831774,93,18,12,-14.9834472542544,-120.91344490749356,-77.10527729291653,94.68842319072581,9518.0,50.0,22.0,27.0,16.0,3369.0,0.51,40.2,2384.05,4
1713,295.7801869158877,28,10,33,-82.65358523918438,-81.00671278614998,-77.10527729291653,94.68842319072581,2249.0,50.0,22.0,27.0,16.0,3369.0,1.41,13.34,2366.31,4
1714,204.4337858368046,37,19,34,-32.598856455386894,-47.26825935155867,69.11788034887269,60.650919370546035,14073.0,41.0,23.0,30.0,23.0,3376.0,0.76,22.72,2386.59,3
1715,204.6545650575838,36,16,57,48.39228600094961,-158.2477399981776,69.11788034887269,60.650919370546035,6565.0,41.0,23.0,30.0,23.0,3376.0,1.28,21.36,2378.69,3
1716,296.088598130841,86,14,39,-62.54209425354088,-116.28458447058043,-77.10527729291653,94.68842319072581,4340.0,50.0,22.0,27.0,16.0,3369.0,1.67,36.46,2377.73,4
1717,261.55561983471057,85,17,35,52.74136832169904,-162.8032829154767,63.24689495353044,-87.86374550916128,4292.0,56.0,15.0,23.0,23.0,3371.0,0.76,36.21,2378.7,5
1718,296.4530841121494,33,11,96,-26.015471892366868,2.393353772661328,-77.10527729291653,94.68842319072581,7249.0,50.0,22.0,27.0,16.0,3369.0,4.11,15.51,2372.99,4
1719,1.989433962264151,87,10,18,-19.655268791949112,91.19782092112467,69.11788034887269,60.650919370546035,10167.0,41.0,23.0,30.0,23.0,3376.0,0.56,43.02,2390.74,3
1720,205.02469492771365,27,14,15,-4.374250963706089,85.93818868989177,69.11788034887269,60.650919370546035,8397.0,41.0,23.0,30.0,23.0,3376.0,0.34,16.62,2378.35,3
1721,261.8448760330577,84,18,86,72.32333842292724,-53.896266051299364,63.24689495353044,-87.86374550916128,1710.0,56.0,15.0,23.0,23.0,3371.0,1.87,36.06,2376.4,5
1722,205.13469492771364,21,13,83,-40.07223652437334,9.728729398645811,69.11788034887269,60.650919370546035,12836.0,41.0,23.0,30.0,23.0,3376.0,1.86,13.56,2382.02,3
1723,297.35028037383165,19,15,95,-37.8148140018842,82.8656529870754,-77.10527729291653,94.68842319072581,4406.0,50.0,22.0,27.0,16.0,3369.0,4.07,11.27,2368.44,4
1724,298.23813084112135,40,16,59,-86.04643915504441,105.04934461109383,-77.10527729291653,94.68842319072581,1004.0,50.0,22.0,27.0,16.0,3369.0,2.53,19.52,2367.87,4
1725,205.6736559666747,21,11,54,58.41752840441379,122.62615307359255,69.11788034887269,60.650919370546035,3104.0,41.0,23.0,30.0,23.0,3376.0,1.21,12.96,2371.85,3
1726,262.55561983471057,53,17,59,-38.27319835183527,-173.61490283467603,63.24689495353044,-87.86374550916128,13543.0,56.0,15.0,23.0,23.0,3371.0,1.28,24.05,2383.25,5
1727,298.78953271028024,79,13,88,-72.26889838245297,-103.82839269098815,-77.10527729291653,94.68842319072581,3361.0,50.0,22.0,27.0,16.0,3369.0,3.77,33.53,2376.2,4
1728,206.02430531732404,57,12,45,-53.03944464439371,73.48453423087386,69.11788034887269,60.650919370546035,13623.0,41.0,23.0,30.0,23.0,3376.0,1.01,29.82,2389.05,3
1729,263.0432231404957,14,19,10,15.006531115575143,-77.66157626662564,63.24689495353044,-87.86374550916128,5422.0,56.0,15.0,23.0,23.0,3371.0,0.22,9.69,2369.06,5
1730,299.6119626168223,50,20,77,-88.69684610472781,151.93315554591834,-77.10527729291653,94.68842319072581,1360.0,50.0,22.0,27.0,16.0,3369.0,3.3,24.4,2370.41,4
1731,263.1532231404957,100,14,94,14.663376128162255,174.9588352623519,63.24689495353044,-87.86374550916128,8908.0,56.0,15.0,23.0,23.0,3371.0,2.04,41.22,2385.71,5
1732,206.31651310953183,36,14,27,28.088824983488237,76.42170056527709,69.11788034887269,60.650919370546035,4675.0,41.0,23.0,30.0,23.0,3376.0,0.6,20.76,2376.36,3
1733,206.4918377848565,21,13,78,83.84725776200074,85.63133111194048,69.11788034887269,60.650919370546035,1725.0,41.0,23.0,30.0,23.0,3376.0,1.75,13.56,2370.87,3
1734,263.93008264462793,99,18,47,47.668574854173244,145.9243487007364,63.24689495353044,-87.86374550916128,6810.0,56.0,15.0,23.0,23.0,3371.0,1.02,41.76,2383.52,5
1735,206.99833129135,76,15,79,22.73266319611298,82.55851651280653,69.11788034887269,60.650919370546035,5363.0,41.0,23.0,30.0,23.0,3376.0,1.77,39.46,2384.88,3
1736,264.318512396694,64,18,40,11.980270594461345,-132.53772201083092,63.24689495353044,-87.86374550916128,6682.0,56.0,15.0,23.0,23.0,3371.0,0.87,28.46,2378.03,5
1737,207.51131830433704,21,15,35,56.04880244494839,156.64354500295184,69.11788034887269,60.650919370546035,4563.0,41.0,23.0,30.0,23.0,3376.0,0.78,14.16,2373.66,3
1738,300.3315887850466,43,12,68,-71.98660310805377,-131.5755056611558,-77.10527729291653,94.68842319072581,3162.0,50.0,22.0,27.0,16.0,3369.0,2.91,19.58,2370.17,4
1739,264.6490909090907,41,18,47,85.43433564379697,-124.15941009719953,63.24689495353044,-87.86374550916128,2581.0,56.0,15.0,23.0,23.0,3371.0,1.02,19.72,2370.48,5
1740,265.0375206611568,47,11,43,17.67215713206471,171.9458100835202,63.24689495353044,-87.86374550916128,8755.0,56.0,15.0,23.0,23.0,3371.0,0.93,20.39,2376.89,5
1741,207.73859103160976,17,14,59,75.04012092547754,-27.51582724643464,69.11788034887269,60.650919370546035,2790.0,41.0,23.0,30.0,23.0,3376.0,1.32,12.02,2371.19,3
1742,300.9671028037382,18,18,45,-47.169261058390006,-30.948160531456324,-77.10527729291653,94.68842319072581,5694.0,50.0,22.0,27.0,16.0,3369.0,1.93,11.7,2369.25,4
1743,301.3876635514018,62,17,38,-57.8448801962752,-32.6487946269485,-77.10527729291653,94.68842319072581,4573.0,50.0,22.0,27.0,16.0,3369.0,1.63,28.15,2374.62,4
1744,301.74280373831766,74,16,48,-69.81402564615001,-179.60052889833477,-77.10527729291653,94.68842319072581,2554.0,50.0,22.0,27.0,16.0,3369.0,2.06,32.44,2374.45,4
1745,265.3928925619833,82,18,92,21.408794730788372,-25.9567152128827,63.24689495353044,-87.86374550916128,6498.0,56.0,15.0,23.0,23.0,3371.0,2.0,35.3,2380.92,5
1746,208.12170791472664,11,20,43,72.89786052048544,-115.4407666603233,69.11788034887269,60.650919370546035,4221.0,41.0,23.0,30.0,23.0,3376.0,0.96,11.06,2372.13,3
1747,208.40092869394744,88,11,66,67.95794263411915,-11.244004030217468,69.11788034887269,60.650919370546035,2760.0,41.0,23.0,30.0,23.0,3376.0,1.48,43.78,2383.92,3
1748,266.1532231404957,28,20,97,-15.594751615677339,-89.9521973031218,63.24689495353044,-87.86374550916128,8768.0,56.0,15.0,23.0,23.0,3371.0,2.11,15.24,2375.2,5
1749,208.82950012251885,50,15,52,11.358653378874607,-153.01096069050664,69.11788034887269,60.650919370546035,10689.0,41.0,23.0,30.0,23.0,3376.0,1.16,27.5,2385.24,3
1750,209.1671624601812,84,16,39,51.15168832676588,140.8681220374587,69.11788034887269,60.650919370546035,4451.0,41.0,23.0,30.0,23.0,3376.0,0.87,43.44,2385.29,3
1751,209.42040921342794,27,10,93,18.01600021774435,48.66659765323982,69.11788034887269,60.650919370546035,5742.0,41.0,23.0,30.0,23.0,3376.0,2.08,15.42,2375.73,3
1752,266.9548760330577,91,10,83,60.96216439756003,112.28392496634626,63.24689495353044,-87.86374550916128,6100.0,56.0,15.0,23.0,23.0,3371.0,1.8,36.88,2381.09,5
1753,302.19140186915877,56,15,29,-5.699447135564213,-36.50725338907412,-77.10527729291653,94.68842319072581,10322.0,50.0,22.0,27.0,16.0,3369.0,1.24,25.33,2379.13,4
1754,302.46242990654196,67,16,100,7.819621718862777,131.1984572639633,-77.10527729291653,94.68842319072581,9720.0,50.0,22.0,27.0,16.0,3369.0,4.29,29.78,2381.22,4
1755,267.64082644628087,27,10,27,76.35932718277834,-97.55966276843226,63.24689495353044,-87.86374550916128,1500.0,56.0,15.0,23.0,23.0,3371.0,0.59,12.56,2366.4,5
1756,267.86396694214864,68,10,67,70.90566075918173,-60.672450751029416,63.24689495353044,-87.86374550916128,1433.0,56.0,15.0,23.0,23.0,3371.0,1.46,28.14,2372.83,5
1757,303.3970093457943,71,17,97,-81.84060345276804,36.52768756495351,-77.10527729291653,94.68842319072581,1223.0,50.0,22.0,27.0,16.0,3369.0,4.16,31.57,2373.4,4
1758,210.02430531732404,18,17,100,86.56746068777323,145.42175324957338,69.11788034887269,60.650919370546035,2317.0,41.0,23.0,30.0,23.0,3376.0,2.24,13.38,2371.54,3
1759,268.4176859504131,29,12,67,-12.328232653517645,-109.89981063466841,63.24689495353044,-87.86374550916128,8614.0,56.0,15.0,23.0,23.0,3371.0,1.46,13.78,2374.26,5
1760,210.6736559666747,94,12,26,53.14280443140484,73.44849756616759,69.11788034887269,60.650919370546035,1895.0,41.0,23.0,30.0,23.0,3376.0,0.58,46.84,2384.01,3
1761,210.84248713550585,33,17,20,75.47451637708349,50.14894962702738,69.11788034887269,60.650919370546035,788.0,41.0,23.0,30.0,23.0,3376.0,0.45,20.28,2372.24,3
1762,304.3035514018691,21,14,38,-29.411777106898,-33.58393168611235,-77.10527729291653,94.68842319072581,7673.0,50.0,22.0,27.0,16.0,3369.0,1.63,11.76,2371.17,4
1763,304.65869158878496,33,16,82,-44.2375101027291,-156.77676850283066,-77.10527729291653,94.68842319072581,5671.0,50.0,22.0,27.0,16.0,3369.0,3.51,16.86,2371.77,4
1764,268.97140495867757,39,17,70,-21.73396114154758,-27.967150338742584,63.24689495353044,-87.86374550916128,10779.0,56.0,15.0,23.0,23.0,3371.0,1.52,18.73,2378.43,5
1765,210.972357265376,84,19,56,79.18622352941478,-25.11568944066599,69.11788034887269,60.650919370546035,2522.0,41.0,23.0,30.0,23.0,3376.0,1.25,44.34,2383.83,3
1766,269.5499173553718,97,15,69,18.76518529122302,-62.9289235768278,63.24689495353044,-87.86374550916128,5297.0,56.0,15.0,23.0,23.0,3371.0,1.5,40.31,2381.57,5
1767,305.4250467289719,53,12,17,-41.80358975065679,-42.76169756784884,-77.10527729291653,94.68842319072581,6469.0,50.0,22.0,27.0,16.0,3369.0,0.73,23.38,2374.34,4
1768,211.33599362901236,85,12,77,84.95524937416735,29.95765304635046,69.11788034887269,60.650919370546035,1860.0,41.0,23.0,30.0,23.0,3376.0,1.72,42.7,2382.66,3
1769,270.1201652892561,93,11,33,10.525630019742039,-62.800415586593644,63.24689495353044,-87.86374550916128,6189.0,56.0,15.0,23.0,23.0,3371.0,0.72,37.87,2381.25,5
1770,305.5839252336448,91,13,66,-84.47771955844324,-64.16737352129996,-77.10527729291653,94.68842319072581,2018.0,50.0,22.0,27.0,16.0,3369.0,2.83,38.09,2376.4,4
1771,211.83599362901236,50,16,90,68.93000578663234,46.524362665901066,69.11788034887269,60.650919370546035,561.0,41.0,23.0,30.0,23.0,3376.0,2.01,27.8,2375.48,3
1772,270.39289256198333,34,20,77,89.24287317697522,58.59673653025868,63.24689495353044,-87.86374550916128,3045.0,56.0,15.0,23.0,23.0,3371.0,1.67,17.52,2370.25,5
1773,271.02925619834696,99,17,41,14.944662660624488,-107.0957549051163,63.24689495353044,-87.86374550916128,5575.0,56.0,15.0,23.0,23.0,3371.0,0.89,41.53,2382.15,5
1774,306.20074766355134,99,18,62,-17.264347143215502,-96.0041115302887,-77.10527729291653,94.68842319072581,9498.0,50.0,22.0,27.0,16.0,3369.0,2.66,42.48,2385.59,4
1775,212.42040921342794,58,17,44,79.24208052212296,117.8624522481681,69.11788034887269,60.650919370546035,1941.0,41.0,23.0,30.0,23.0,3376.0,0.99,31.78,2378.15,3
1776,306.7801869158878,52,19,43,-17.400586774285927,-142.62374804834536,-77.10527729291653,94.68842319072581,8877.0,50.0,22.0,27.0,16.0,3369.0,1.84,24.89,2377.69,4
1777,271.36809917355356,90,18,50,71.91416401882688,-152.93728918545483,63.24689495353044,-87.86374550916128,2758.0,56.0,15.0,23.0,23.0,3371.0,1.09,38.34,2378.12,5
1778,212.70612349914222,86,16,95,80.40790611159838,76.88232898841608,69.11788034887269,60.650919370546035,1330.0,41.0,23.0,30.0,23.0,3376.0,2.13,44.36,2382.91,3
1779,271.7813223140494,80,17,49,18.72635220329687,-162.64969716941755,63.24689495353044,-87.86374550916128,7395.0,56.0,15.0,23.0,23.0,3371.0,1.07,34.31,2381.14,5
1780,272.1862809917354,51,10,13,50.17761127894761,-29.596588170335878,63.24689495353044,-87.86374550916128,3683.0,56.0,15.0,23.0,23.0,3371.0,0.28,21.68,2372.14,5
1781,272.2962809917354,77,16,20,50.30163441784961,167.50730943124626,63.24689495353044,-87.86374550916128,5792.0,56.0,15.0,23.0,23.0,3371.0,0.43,32.94,2378.8,5
1782,272.4615702479337,99,14,24,81.63227011116751,-56.39433059011631,63.24689495353044,-87.86374550916128,2230.0,56.0,15.0,23.0,23.0,3371.0,0.52,40.84,2378.42,5
1783,307.1820560747663,22,10,77,-36.53356627371189,173.81017135004294,-77.10527729291653,94.68842319072581,5794.0,50.0,22.0,27.0,16.0,3369.0,3.3,11.06,2369.51,4
1784,272.6599173553717,67,14,15,68.59447932494385,-135.66331292014655,63.24689495353044,-87.86374550916128,2185.0,56.0,15.0,23.0,23.0,3371.0,0.33,28.68,2373.46,5
1785,307.9016822429906,72,16,95,-37.03351522705864,-80.01016341127041,-77.10527729291653,94.68842319072581,7318.0,50.0,22.0,27.0,16.0,3369.0,4.07,31.68,2379.51,4
1786,308.7895327102803,63,12,27,-88.7196491752502,154.81202051495194,-77.10527729291653,94.68842319072581,1368.0,50.0,22.0,27.0,16.0,3369.0,1.16,27.18,2370.89,4
1787,309.04186915887846,45,10,46,-80.76660511275526,-37.98370879330719,-77.10527729291653,94.68842319072581,2257.0,50.0,22.0,27.0,16.0,3369.0,1.97,19.8,2369.07,4
1788,309.47177570093453,15,18,13,-73.75512453324409,-7.823216509676769,-77.10527729291653,94.68842319072581,2527.0,50.0,22.0,27.0,16.0,3369.0,0.56,10.56,2365.22,4
1789,213.32300661602534,69,18,86,-36.06265216693269,166.71950367344886,69.11788034887269,60.650919370546035,14347.0,41.0,23.0,30.0,23.0,3376.0,1.93,37.14,2392.98,3
1790,309.59327102803735,32,12,78,-35.80351023848424,145.84692188036502,-77.10527729291653,94.68842319072581,5210.0,50.0,22.0,27.0,16.0,3369.0,3.34,15.4,2370.67,4
1791,272.78388429752044,28,17,34,-4.057294668504454,-100.08147244526408,63.24689495353044,-87.86374550916128,7553.0,56.0,15.0,23.0,23.0,3371.0,0.74,14.55,2373.3,5
1792,310.32224299065416,38,20,34,-89.16421258569245,-16.601774724987735,-77.10527729291653,94.68842319072581,1470.0,50.0,22.0,27.0,16.0,3369.0,1.46,19.84,2368.14,4
1793,213.8814481744669,58,15,98,72.48891879231525,28.727062683886516,69.11788034887269,60.650919370546035,1209.0,41.0,23.0,30.0,23.0,3376.0,2.19,31.18,2377.54,3
